指図のMRP管理者	製造指図/ネットワーク	指図の品目テキスト	計画開始	計画終了	明細カテゴリ	MRP管理者	品目コード	品目テキスト	出庫完了	所要量	出庫済み	所要残（不足数）	出庫保管場所在庫	プラント在庫数量	出庫保管場所	棚番	購買グループテキスト	仕入先コード	仕入先名称	購買依頼	購買発注量	購買発注登録日	指定納期	回答納期	入庫日付	購買伝票	常備の購買発注	MRPタイプ	WBS要素	親WBS要素	親ネットワーク番号	不足品目	利用可能数量
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	900	F2A503001	CT 1:40 ROHS	X	           15.000	           15.000	            0.000	         1654.000	         1782.000	1210	P2	海外				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	B59	U00A0219001	HFﾕﾆｯﾄ   REACH_J	X	           15.000	           15.000	            0.000	           44.000	           44.000	1210	P2					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P4					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	CD0	64029217800	ﾎｼﾞﾖﾊ-ﾈｽ SW-V02	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1012					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	BB0	F2A572201	M.T(TIG) ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1013					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	BB0	F2A572301	M.T(RES.) ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1013					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	BB0	F2A572601	ｶｯﾌﾟﾘﾝｸﾞ ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1013					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	BB0	F3A054801	FCH   ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1013					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	CE0	E00B0536100	ヒートシンク 75919*280	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210	内製1014					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	L	900	E0B892001	ﾊｯﾎﾟｳﾊﾟｯｷﾝROHS	X	           15.000	           15.000	            0.000	           32.000	           32.000	1210	ｷﾀﾌﾞﾂ49	岡本　浩	S01403	（株）丸山加工所		            0.000	2025/08/01	2025/11/12	0000/00/00	0000/00/00		4502417465	PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	24125007802	SC03/G ﾃｲｶｸAC600V ﾂｳﾃﾞﾝ 20A ｼ*	X	           30.000	           30.000	            0.000	            0.000	            0.000	1210		田中	S00086	宝永電機（株）	0012648801	           30.000	2024/07/06	2025/07/10	2025/07/10	2025/07/09	4502340906		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	24125009101	SZ-SP1 ﾍｲﾚﾂﾊﾞﾝ . . ROHS	X	           15.000	           15.000	            0.000	            0.000	           44.000	1210		田中	S00086	宝永電機（株）	0012648785	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/09	4502340905		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	26331521101	XLR-3-31-F77 ﾚｾﾌﾟﾀｸﾙ 133V 15A*	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		芦田	S00847	（株）大電社	0012648802	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/10	4502341054		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	50909005500	THA273 ｻﾞｲｼﾂAES BLACK	X	           30.000	           30.000	            0.000	            0.000	            0.000	1210		谷口　真知子	S00780	杉本商事（株）	0012648786	           30.000	2024/07/06	2025/07/10	2025/07/10	2025/07/02	4502341029		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	52605000200	ｷﾔﾂﾌﾟ VCP-14-04 ｸﾛ	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		谷口　真知子	S00703	品川商工（株）大阪（営）	0012648794	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/10	4502341007		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	53202004801	ﾊﾂｷｻﾞｶﾞﾈ M14 ｳﾁﾊﾞ ﾖﾋﾞ14.5MM ｶ*	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		谷口　真知子	S00612	サンコーインダストリー（株）	0012648787	           15.000	2024/07/06	2025/07/10	2025/07/25	2025/07/24	4502340976		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	53612406200	ﾄﾖﾛﾝﾎｰｽTR-6 3mｶｯﾄ品 ﾌﾞﾚｰﾄﾞﾎｰｽ *	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		谷口　真知子	S00780	杉本商事（株）	0012648795	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/08	4502341030		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	64028139000	ﾒｲﾝﾊ-ﾈｽ SW-V02 NO.1692A	X	           15.000	           15.000	            0.000	            0.000	            0.000	1216		谷口　真知子	S01400	松田電興（株）	0012648796	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/10	4502341104		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	E00A2993800	SW-V02 ﾌﾞｽﾊﾞｰ構成表	X	           15.000	           15.000	            0.000	            0.000	            0.000	1216		川崎　喜之	S00865	（株）タカテツ	0012648788	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/08	4502341063		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	E00A3140200	トランス絶縁シート	X	           15.000	           15.000	            0.000	            0.000	            0.000	1216		岡本　浩	S01414	（株）松本製作所	0012648797	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/09	4502341131		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	E00B0548700	外装箱	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		岡本　浩			0012648798	           15.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00	4502341181		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	E00B0548700	外装箱	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01813	山中紙器（株）	0012648798	           15.000	2025/05/23	2025/07/10	2025/07/10	2025/07/10	4502402692		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EAA508902	ﾎﾞｳｽｲｺﾞﾑ  REACH	X	           30.000	           30.000	            0.000	            0.000	            0.000	1210		高間　奈穂	S00101	モリ電子工業（株）	0012648800	           30.000	2024/07/06	2025/07/10	2025/07/10	2025/07/08	4502340927		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EAA975401	Cｾﾞﾂｴﾝｼｰﾄ ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012648799	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/08	4502341132		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EEA219500	ｶﾞｽｲﾘｸﾁ  ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00083	吉川金属製作所	0012648789	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/10	4502340889		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EEA301800	ﾐｽﾞﾖｳﾅﾂﾄ ROHS	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S00083	吉川金属製作所	0012648790	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/10	4502340890		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EEA670300	ﾀﾝｼｺﾃｲｲﾀ	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012648791	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/09	4502341129		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	EEA670500	ｾﾞﾂｴﾝｽﾍﾟ-ｻ	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		岡本　浩	S01414	（株）松本製作所	0012648792	           15.000	2024/07/06	2025/07/10	2025/07/10	2025/07/08	4502341130		PD					            0.000
B10	10130795	SW-V02    (REACH)	2025/08/04	2025/08/20	N	900	J00A2957000	SW-V02 ケース構成表	X	           15.000	           15.000	            0.000	            0.000	            0.000	1210		武村　靖彦	S01629	ユーシステム（株）	0012648793	           15.000	2024/07/06	2025/06/20	2025/07/18	2025/07/23	4502341161		PD					            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	P0A336705	WK-3367A U05  ROHS(00)		           30.000	            0.000	           30.000	            9.000	            9.000	1120	3124(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	PZZA0259604	WK-2596A U04  REACH		           15.000	            0.000	           15.000	           15.000	           15.000	1120	3125(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	P00A0745200	WK-7452  PANEL REACH		           15.000	            0.000	           15.000	            0.000	            0.000	1120	3132(大箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC5	PZZA0336608	WK-3366 U08  REACH		           30.000	            0.000	           30.000	           66.000	           66.000	1120	3134(大箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	PZZA0344829	WK-3448 U29 REACH		           15.000	            0.000	           15.000	            0.000	            0.000	1120	3152(大箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	PZZA0550202	WK-5502A U02  REACH		           15.000	            0.000	           15.000	            9.000	            9.000	1120	3356(小箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	PC1	P00A0745800	WK-7458A     CTRL REACH		           15.000	            0.000	           15.000	            0.000	            0.000	1120	3412(大箱)					            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			P3				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	11251007101	HC-TN600V4B12M(ROHS) 600A 4V *		           15.000	            0.000	           15.000	           76.000	           76.000	1210	B1001	高間　奈穂	S00835	（株）立花エレテック		            0.000	2025/03/05	2025/11/12	2025/11/12	0000/00/00		4502387563	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	40305423700	ERG5SJ222 5W 2.2kｵｰﾑ +       *		           15.000	            0.000	           15.000	         1205.000	         1205.000	1120	B1001	芦田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	42421024500	ECWH12683JV DC1250V 0.068μF +*		           45.000	            0.000	           45.000	          610.000	          914.000	1210	B1001	高間　奈穂	S01944	（株）三ツ波		            0.000	2025/05/21	2025/11/12	2025/12/22	0000/00/00		4502402118	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	42442624300	DE2F3KY103MA3BM02F ｾﾗﾐｯｸｺﾝﾃﾞﾝ*		           45.000	            0.000	           45.000	         2728.000	         4078.000	1120	B1001	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	42442627600	DE1E3RA222MA4BN01F ｾﾗﾐｯｸｺﾝﾃﾞﾝ*		           30.000	            0.000	           30.000	        12171.000	        24841.000	1120	B1001	高間　奈穂	S00011	岡本無線電機（株）		            0.000	2025/06/19	2025/10/06	2025/10/06	0000/00/00		4502408058	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	42442627700	DE1E3RA472MA4BN01F ｾﾗﾐｯｸｺﾝﾃﾞﾝ*		           30.000	            0.000	           30.000	         6592.000	        14615.000	1120	B1001	高間　奈穂	S00011	岡本無線電機（株）		            0.000	2025/08/08	2025/11/14	0000/00/00	0000/00/00		4502418780	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	47953005500	ESD-R19B . . ﾃﾞｰﾀﾗｲﾝﾌｲﾙﾀ *D0A*		           30.000	            0.000	           30.000	          127.000	          127.000	1120	B1001	高間　奈穂	S00129	ソレキア（株）		            0.000	2024/09/12	2025/10/11	2025/10/11	0000/00/00		4502354967	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	50909014700	C-300-EG-3-5 2M ﾊﾟｯｷﾝ		            2.000	            0.000	            2.000	            4.000	            4.000	1210	B1001	岡本　浩	S00836	タキゲン製造（株）		            0.000	2025/06/11	2025/08/20	2025/08/20	0000/00/00		4502406600	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	50990001600	2621603 ﾎﾟﾘﾌﾟﾛﾋﾟﾚﾝ ｶﾞｲｹｲ21MM *		           30.000	            0.000	           30.000	          652.000	          652.000	1210	B1001	海外	S50022	SANREX CORPORATION		            0.000	2025/07/22	2025/09/22	0000/00/00	0000/00/00		4502415062	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	52003000701	SMV2JC7/0.16*11*210P2S4.5*D0A*		           15.000	            0.000	           15.000	          696.000	          696.000	1210	B1001	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	606011146	ｺﾞﾑｱｼ     C-30-RK-3215		           60.000	            0.000	           60.000	           41.000	           41.000	1210	B1001	岡本　浩	S00836	タキゲン製造（株）		            0.000	2025/06/27	2025/09/10	2025/09/10	0000/00/00		4502410058	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	E00A1840300	ポリ袋		           15.000	            0.000	           15.000	          430.000	         1696.000	1210	B1001	岡本　浩				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	40305424200	ERG5SJ332 5W 3.3kｵｰﾑ +       *		           15.000	            0.000	           15.000	          749.000	          749.000	1120	B2101	芦田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	40306002400	ERG5SJ100 5W 10ｵｰﾑ +-5%		           90.000	            0.000	           90.000	          495.000	          495.000	1120	B2101	芦田				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	40306183700	MOS5C220J 5W 22Ω ±5%		           90.000	            0.000	           90.000	          816.000	          816.000	1120	B2101	高間　奈穂	S00689	（株）オリナス		            0.000	2025/07/11	2025/09/10	2025/09/10	0000/00/00		4502413122	PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	42421020400	ECWH12333JV DC1250V 0.033MF +*		           30.000	            0.000	           30.000	         1033.000	         1033.000	1210	B2101	高間　奈穂				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
B10	10130796	SW-V02    (REACH)	2025/09/16	2025/10/02	L	900	52003000601	SMV2JC7/0.16*12*210P2S4.5*D0A*		           15.000	            0.000	           15.000	          608.000	          608.000	1210	B2101	生島　武				            0.000	0000/00/00	0000/00/00	0000/00/00	0000/00/00			PD				X	            0.000
