品目コード	プラント	品目タイプ	品目St	標準原価	価格単位	１個標準原価	現会計年度	現会計期間	評価クラス	間接費グループ	基本数量単位	調達タイプ	特殊調達タイプ	削除フラグ	品目テキスト	バルク品目	登録日付	登録者	変更日付	変更者	品目グループ	発注単位	NL	プラントレベル削除フラグ	出庫保管場所	入庫保管場所	在庫決定グループ	購買グループ	MRPグループ	MRP管理者	MRPタイプ	日程計画余裕キー	納入予定日数	入庫処理日数	発注点	安全在庫	最小ロットサイズ	最大ロットサイズ	固定ロットサイズ	購買発注丸め数量	組立不良率	製造計画担当	原産国	原産地	利益センタ	原価計算ロットサイズ	原価計算特殊調達タイプ	間接費キー	品目発生源	RoHSフラグ	RoHS日付	RoHSテキスト	安全重要	安全重要テキスト	設計予算材料費	設計予算加工費	図面改訂	該非判定	メーカーコード	メーカ正式名称1	メーカ正式名称2	格上げ区分	工程	適合確認Ver	集団変換後品目コード	GL勘定	棚番	メーカー名	Av	バックフラッシュ	購買発注テキスト
22003116500	P300	ROH		440000.000	1000	440.000	2025	001	1200	ZZS310	PC	F			MY4 DC100V 4C ｾﾂﾃﾝAC 250V ｾﾂﾃ*		20090611	SIS008	20250404	MM1055	22		L		3110	3110		503		S90	PD	030	80	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			462.00	0.00		X	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
22003117600	P300	ROH		882000.000	1000	882.000	2025	001	1200	ZZS310	PC	F			MY4ZD DC100V 4C ｾﾂﾃﾝAC 250V ｾ*		20090611	SIS008	20250404	MM1055	22		L		3110	3110		503		S90	PD	040	14	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/12/01	三社ランク指針適合品(RoHS品)			930.00	0.00		X	4500914	オムロン						154000		ｵﾑﾛﾝ	02		
22003118400	P300	ROH		1334000.000	1000	1334.000	2025	001	1200	ZZS310	PC	F			MY4Z-CR AC200V 4C		20090611	SIS008	20250404	MM1055	22		L		3110	3110		503		S90	PD	030	27	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1300.00	0.00		X								154000		ｵﾑﾛﾝ	02		
22003230600	P300	ROH		515000.000	1000	515.000	2025	001	1200	ZZS310	PC	F			MY4 DC24V 4C ｾﾂﾃﾝAC 250V ｾﾂﾃﾝ*		20090612	SIS008	20250404	MM1055	22		L		3110	3110		503		S90	PD	040	16	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			462.00	0.00		X	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
22003512900	P300	ROH		1650000.000	1000	1650.000	2025	001	1200	ZZS310	PC	F			MYQ4Z AC100/110V AC100/110V 4*		20170622	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						0.00	1760.00		Y	4500914	オムロン						154000		ｵﾑﾛﾝ	02		CCC取得なし
22003513000	P300	ROH		1317000.000	1000	1317.000	2025	001	1200	ZZS310	PC	F			MYQ4Z DC100/110V 4C ｾﾂﾃﾝAC 25*		20180509	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						980.00	0.00		Y	4500914	オムロン						154000		ｵﾑﾛﾝ	02		
22004544200	P300	ROH		1106000.000	1000	1106.000	2025	001	1200	ZZS310	PC	F			LY2N-D2 DC100/110V 2C ｾﾂﾃﾝAC*		20131226	SISSYS	20250404	MM1055	ZZZ		L		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			820.00	0.00		X	4500914	オムロン						154000		ｵﾑﾛﾝ	02		
22008232800	P300	ROH		1050000.000	1000	1050.000	2025	001	1200	ZZS310	PC	F			UAM-24812FL DC12V 2A ｾﾂﾃﾝAC 1*		20130220	SISSYS	20250404	MM1055	ZZZ		L		3110	3110		504		S90	PD	010	70	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			720.00	0.00		X	4500136	サンユー工業						154000		ｻﾝﾕｰ K	02		
22050213300	P300	ROH		12000.000	1000	12.000	2025	001	1200	ZZS310	PC	F			PYC-P ﾎｼﾞｶﾅｸﾞ		20090612	SIS008	20250627	MM1055	22		L		3110	3110		500		S90	PD	080	10	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			12.00	0.00		X	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
22050815100	P300	ROH		316000.000	1000	316.000	2025	001	1200	ZZS310	PC	F			P2CF11 ｿｹﾂﾄ		20090612	SIS008	20250404	MM1055	22		L		3110	3110		503		S90	PD	030	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			273.00	0.00		Y	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
22803123302	P300	ROH		29800000.000	1000	29800.000	2025	001	1200	ZZS310	PC	F			UV3TS-K ｺｲﾙAC220V ﾌｿｸﾃﾞﾝｱﾂｾﾂﾃ*		20181009	SISSYS	20240405	MM1041	ZZZ		N		3110	3110		502		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						29800.00	0.00			4500829	向陽電気						154000		ｺｳﾖｳ D	02		
23040005000	P300	ROH		1670000.000	1000	1670.000	2025	001	1200	ZZS310	PC	F			H3CR-A DC 12V MIN0.12S MAX300H ｹﾞﾝｼﾞ2C		20090611	SIS008	20250404	MM1055	23		L		3110	3110		503		S90	PD	040	19	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2007/02/01	三社ランク指針適合品(RoHS品)			1770.00	0.00		X								154000	P25-3-7-1	ｵﾑﾛﾝ	02		
23040221400	P300	ROH		1828000.000	1000	1828.000	2025	001	1200	ZZS310	PC	F			H3Y2 DC 24V MIN 0.5SEC MAX  10SEC ｹﾞﾝｼﾞ2		20090611	SIS008	20250404	MM1055	23		L		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/12/01	三社ランク指針適合品(RoHS品)			1930.00	0.00		Y								154000		ｵﾑﾛﾝ	02		
230402219	P300	ROH		1881000.000	1000	1881.000	2025	001	1200	ZZS310	PC	F			ﾀｲﾏ H3Y-2   10SEC  DC100V		20090611	SIS008	20250404	MM1055	23		L		3110	3110		503		S90	PD	040	16	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1980.00	0.00		X	4500914	オムロン				3		154000	P25-3-4-7	ｵﾑﾛﾝ	02		
230402226	P300	ROH		2783000.000	1000	2783.000	2025	001	1200	ZZS310	PC	F			ﾀｲﾏ H3Y-2   30SEC  AC100V		20090611	SIS008	20250404	MM1055	23		L		3110	3110		503		S90	PD	040	16	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3180.00	0.00		X	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
23040223200	P300	ROH		2048000.000	1000	2048.000	2025	001	1200	ZZS310	PC	F			H3Y2 AC100-120V 50/60HZ MIN 0.2SEC MAX		20090612	SIS008	20250404	MM1055	01-219		L		3110	3110		503		S90	PD	040	16	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2006/10/01	三社ランク指針適合品(RoHS品)			2145.00	0.00		X								154000		ｵﾑﾛﾝ	02		
23040223600	P300	ROH		2048000.000	1000	2048.000	2025	001	1200	ZZS310	PC	F			H3Y2 AC200-230V 50/60HZ MIN 0*		20090611	SIS008	20250404	MM1055	23		L		3110	3110		503		S90	PD	040	15	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2145.00	0.00		X	4500914	オムロン				4		154000		ｵﾑﾛﾝ	02		
23040224900	P300	ROH		2048000.000	1000	2048.000	2025	001	1200	ZZS310	PC	F			H3Y2 AC100-120V 50/60HZ MIN 0*		20090611	SIS008	20250404	MM1055	23		L		3110	3110	3110	500		S90	PD	080	19	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2150.00	0.00		X	4500914	オムロン				3		154000		ｵﾑﾛﾝ	02		
23040226600	P300	ROH		3067000.000	1000	3067.000	2025	001	1200	ZZS310	PC	F			H3Y2 AC200-230V 50/60HZ MIN 0*		20220915	SISSYS	20250404	MM1055	ZZZ		N		3110	3110	3110	503		S90	PD	080	180	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						3066.00	0.00			4500914	オムロン						154000		ｵﾑﾛﾝ	02		
23107000200	P300	ROH		2980000.000	1000	2980.000	2025	001	1200	ZZS310	PC	F			MS4SM-DL DC48-127V MIN 0.6S M*		20090611	SIS008	20250404	MM1055	23		N		3110	3110		504		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2640.00	0.00		X	4501251	富士電機				3		154000	P16-5	ﾌｼﾞﾃﾝｷ	02		
24124115310	P300	ROH		1240000.000	1000	1240.000	2025	001	1200	ZZS310	PC	F			SW03/G ﾃｲｶｸAC600V ﾂｳﾃﾞﾝ 20A ｼ*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X		2005/10/01				2618.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
24125007700	P300	ROH		470000.000	1000	470.000	2025	001	1200	ZZS310	PC	F			SZ-Z4  CRﾕﾆﾂﾄ		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			473.00	0.00		Y	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24125013700	P300	ROH		690000.000	1000	690.000	2025	001	1200	ZZS310	PC	F			SC03/G ﾃｲｶｸAC600V ﾂｳﾃﾞﾝ 20A ｼ*		20090612	SIS008	20250404	MM1055	24		L		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)	A	安全重要部品	693.00	0.00		Y	4501251	富士電機				3		154000	P07-2	ﾌｼﾞﾃﾝｷ	02		
24125035300	P300	ROH		1800000.000	1000	1800.000	2025	001	1200	ZZS310	PC	F			SC-N2 ﾂｳﾃﾞﾝ 60A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*		20090612	SIS008	20250404	MM1055	MAIN		N		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1804.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24125036100	P300	ROH		17900000.000	1000	17900.000	2025	001	1200	ZZS310	PC	F			SCN4/VS ﾂｳﾃﾞﾝ135A ｼﾕｾﾂﾃﾝ3A ｺｲ*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	030	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			15840.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24125038800	P300	ROH		31700000.000	1000	31700.000	2025	001	1200	ZZS310	PC	F			SCN12 ﾂｳﾃﾞﾝ450A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			28050.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24125041400	P300	ROH		1460000.000	1000	1460.000	2025	001	1200		PC	F			SC-N1 ﾂｳﾃﾞﾝ 50A ｼﾕｾﾂﾃﾝ3A ｺｲﾙA*		20090611	SIS008	20250404	MM1055	01-219		L		3110	3110		504		S90	PD	050	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1463.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24129000100	P300	ROH		590000.000	1000	590.000	2025	001	1200	ZZS310	PC	F			SH4 ﾂｳﾃﾞﾝ 10A ｼﾕｾﾂﾃﾝ2A2B ｺｲﾙA*		20090612	SIS008	20250704	SD1039	24		N		3110	3110		504		S90	PD	005	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			561.00	0.00		Y	4501251	富士電機				3		154000	P07-3	ﾌｼﾞﾃﾝｷ	02		
24129000114	P300	ROH		860000.000	1000	860.000	2025	001	1200	ZZS310	PC	F			SH4 ﾂｳﾃﾞﾝ 10A ｼﾕｾﾂﾃﾝ4A4B ｺｲﾙA*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			892.10	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24129000115	P300	ROH		860000.000	1000	860.000	2025	001	1200	ZZS310	PC	F			SH4 ﾂｳﾃﾞﾝ 10A ｼﾕｾﾂﾃﾝ6A2B ｺｲﾙA*		20090717	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		504		S90	PD	010	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1050.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24129000119	P300	ROH		620000.000	1000	620.000	2025	001	1200	ZZS310	PC	F			SH4 ﾂｳﾃﾞﾝ 10A ｼﾕｾﾂﾃﾝ2A2B ｺｲﾙA*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	28	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						647.00	0.00		Y	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
24129000205	P300	ROH		860000.000	1000	860.000	2025	001	1200	ZZS310	PC	F			SH4 ﾂｳﾃﾞﾝ 10A ｼﾕｾﾂﾃﾝ4A4B ｺｲﾙA*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			892.10	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24129000506	P300	ROH		845000.000	1000	845.000	2025	001	1200	ZZS310	PC	F			SH4/G ﾃｲｶｸAC550V ﾂｳﾃﾞﾝAC 10A *		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	28	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						930.00	0.00		Y	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
24129000604	P300	ROH		850000.000	1000	850.000	2025	001	1200	ZZS310	PC	F			SH4/G ﾃｲｶｸDC 24V ﾂｳﾃﾞﾝDC  5A *		20090611	SIS008	20250404	MM1055	24		N		3110	3110		504		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			814.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24129001000	P300	ROH		1150000.000	1000	1150.000	2025	001	1200	ZZS310	PC	F			SH4/G ﾃｲｶｸDC100V ﾂｳﾃﾞﾝDC2.5A *		20090710	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		504		S90	PD	010	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1611.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
24201000700	P300	ROH		8625000.000	1000	8625.000	2025	001	1200	ZZS310	PC	F			HX-DC110V-T ﾃｲｶｸ 24V ﾂｳﾃﾞﾝ 50*		20090611	SIS008	20250404	MM1055	24		N		3110	3110		502		S90	PD	030	23	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			2310.00	0.00		X	4500167	高田製作所						154000		ﾀｶﾀﾞSS	02		
24201841100	P300	ROH		4000000.000	1000	4000.000	2025	001	1200	ZZS310	PC	F			MR3		20091210	SISSYS	20250404	MM1055	ZZZ		N		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	X		RoHS非適合品			4730.00	0.00		X								154000		ﾀｶﾀﾞSS	02		
25304517100	P300	ROH		11100000.000	1000	11100.000	2025	001	1200	ZZS310	PC	F			EW32SAG-3P005WKA 3P-100-440V*		20111026	SISSYS	20250404	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	120	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						12000.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
25305656800	P300	ROH		1540000.000	1000	1540.000	2025	001	1200	ZZS310	PC	F			BW32SAG-3P003 3PAC690V 3ｿｳ3W*		20101105	SISSYS	20250404	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1500.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
25314113200	P300	ROH		2670000.000	1000	2670.000	2025	001	1200	ZZS310	PC	F			BW50RAG-2P015 2P-AC690V 50AF1*		20100701	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		500		S90	PD	080	45	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2480.00	0.00		X	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
25314114200	P300	ROH		1060000.000	1000	1060.000	2025	001	1200	ZZS310	PC	F			BW32SAG-2P020		20100906	SISSYS	20250620	MM1005	ZZZ		N		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A	2010/02/20	三社ランク指針適合品(RoHS品)			1000.00	0.00		X								154000		ﾌｼﾞﾃﾝｷ	02		
25314117400	P300	ROH		3640000.000	1000	3640.000	2025	001	1200	ZZS310	PC	F			BW50RAG-3P030 3P-AC690V 50AF3*		20120727	SISSYS	20250404	MM1055	ZZZ		L		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						3500.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
25323001300	P300	ROH		1600000.000	1000	1600.000	2025	001	1200	ZZS310	PC	F			BW32AAG-2P010KA 2P 32AF10AT ﾋ*		20110408	SISSYS	20250404	MM1055	ZZZ		N		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			2864.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
25327041500	P300	ROH		26600000.000	1000	26600.000	2025	001	1200	ZZS310	PC	F			BW250JAG-3P200WKMKAC5 3P-DC50*		20200827	SISSYS	20250404	MM1055	ZZZ		N		3110	3110		504		S90	PD	020	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						21375.00	0.00			4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
26011130100	P300	ROH		405000.000	1000	405.000	2025	001	1200	ZZS310	PC	F			TS625 10P 660V 30A ﾀｲｱﾂ2500V/*		20090612	SIS008	20250407	MM1055	26		L		3110	3110	3110	500		S90	PD	080	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			363.00	0.00		X	4500423	キムラ電機				3		154000		ｷﾑﾗ  D	02		
26303034600	P300	ROH		5500.000	1000	5.500	2025	001	1200	ZZS310	PC	F			SMR-02VN ﾘｾﾌﾟﾀｸﾙ 250V 3A 2P ﾀ*		20090612	SIS008	20250623	MM1055	26		L		3110	3110		503		S90	PD	030	25	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6.05	0.00		X	4500674	日本圧着端子				5		154000		Nｱﾂﾁﾔｸ	02		
26303039300	P300	ROH		6000.000	1000	6.000	2025	001	1200	ZZS310	PC	F			SMR-03V-N ﾘｾﾌﾟﾀｸﾙ 250V 3A 3P *		20090612	SIS008	20250623	MM1055	26		L		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			6.60	0.00		Y	4500674	日本圧着端子				5		154000		Nｱﾂﾁﾔｸ	02		P100のみ（香港MOQ過多のため）
31001003800	P300	ROH		540000.000	1000	540.000	2025	001	1200	ZZS310	PC	F			FCK2-50 50A AC500V ｶﾞｲｹｲ24.9ﾌ*		20130325	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		504		S90	PD	040	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						435.00	0.00		X	4501251	富士電機						154000		ﾌｼﾞﾃﾝｷ	02		
31001111300	P300	ROH		135000.000	1000	135.000	2025	001	1200	ZZS310	PC	F			BLA010 10A AC600V DC600V		20090612	SIS008	20250407	MM1055	31		L		3110	3110		504		S90	PD	040	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			121.00	0.00		Y	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
31001111600	P300	ROH		195000.000	1000	195.000	2025	001	1200	ZZS310	PC	F			BLA030 30A AC600V DC600V		20090611	SIS008	20250407	MM1055	31		N		3110	3110		504		S90	PD	040	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			174.00	0.00		Y	4501251	富士電機				3		154000		ﾌｼﾞﾃﾝｷ	02		
31101112600	P300	ROH		1800000.000	1000	1800.000	2025	001	1200	ZZS310	PC	F			UHF250-1 150A AC250V ROHSﾀｲｵｳﾋﾝ		20090611	SIS008	20250407	MM1055	31		N		3110	3110		503		S90	PD	040	40	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			1320.00	0.00		Y								154000		ｳﾁﾔﾏSG	02		
31101217300	P300	ROH		2030000.000	1000	2030.000	2025	001	1200	ZZS310	PC	F			JRS63-150IST 150A AC600V DC60*		20140807	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2030.00	0.00		X	4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101217600	P300	ROH		2380000.000	1000	2380.000	2025	001	1200	ZZS310	PC	F			JRS36-300IST 300A AC300V DC40*		20141001	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2380.00	0.00		X	4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101217800	P300	ROH		3120000.000	1000	3120.000	2025	001	1200	ZZS310	PC	F			JRS66-300IST 300A AC600V DC60*		20141002	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			3120.00	0.00		X	4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101218100	P300	ROH		2350000.000	1000	2350.000	2025	001	1200	ZZS310	PC	F			JRS36-250IST 250A AC300V DC40*		20150804	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	040	20	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1800.00	0.00		X	4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101218600	P300	ROH		2350000.000	1000	2350.000	2025	001	1200	ZZS310	PC	F			JRS36-200IST 200A AC300V DC40*		20151209	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			2350.00	0.00			4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101219100	P300	ROH		1980000.000	1000	1980.000	2025	001	1200	ZZS310	PC	F			JRS33-150IST 150A AC300V DC40*		20160408	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		503		S90	PD	030	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1980.00	0.00			4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101220000	P300	ROH		1760000.000	1000	1760.000	2025	001	1200	ZZS310	PC	F			JRS32B-120IST 120A AC300V DC4*		20190628	SISSYS	20250407	MM1055	ZZZ		N		3110	3110		500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	E		欧州RoHS適合品(RoHS品)			1760.00	0.00			4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31101220800	P300	ROH		2037000.000	1000	2037.000	2025	001	1200	ZZS310	PC	F			JR61-60IST 60A AC600V DC600V *		20220804	SISSYS	20250407	MM1055	ZZZ		N		3110	3110	3110	500		S90	PD	080	30	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X						1580.00	0.00			4501573	中原電機						154000		ﾅｶﾊﾗD	02		
31301111100	P300	ROH		226000.000	1000	226.000	2025	001	1200	ZZS310	PC	F			P405 0.5A AC220V DC250V ｾﾂﾃﾝ2*		20090610	SIS019	20250407	MM1055	01-219		L		3110	3110		502		S90	PD	010	90	1	0.000	0.000	0.000	0.000	0.000	0.000	0.00				PSSS400	1000.000			X	A		三社ランク指針適合品(RoHS品)			165.00	0.00		Y	4500180	大東通信機				3		154000		ﾀﾞｲﾄｳT	02		
