分類	完成年月	月数	品目コード	品目テキスト	指図	保管場所	計画開始	計画終了	受注変更前計画終了	WBS要素	プラント	品目タイプ	MRP管理者	MRP管理者名	指図タイプ	指図タイプ名	指図カテゴリ	項目	工場	区分	タイプ	投入数	当月予定数	不良数	最大完成数	過去完成数累計	完成数	完成残数	計画原価	実績原価	原価差異	実績正味原価	正味原価差異	実績副資材	当月副資材	実績間接費	当月間接費	予定原価	不良原価	製品金額	製品残金額	製品不良金額	計画原価ORG	実績原価ORG	原価差異ORG	実績正味原価ORG	正味原価差異ORG	実績副資材ORG	当月副資材ORG	実績間接費ORG	当月間接費ORG	予定原価ORG	不良原価ORG	製品金額ORG	製品残金額ORG	製品不良金額ORG	材料原価	加工原価	経費原価	直接材料費	補助材料費	副資材費	外注加工費	労務費	間接費	設備費	経費	有効価格なし	逆ザヤ	販売伝票	販売伝票明細
02.12xx指図	2025/08	 2	EFA816002	80V-300A(UNIT) ﾌｨﾝ構成表	10133545	1210	20250822	20250828			P100	HALB	CE0	ヒートシンク	ZP10	電源	10	大型(ケース)	滋賀	大型	製作	3.000	3.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	159198.000	159198.000	0.000	212079.000	-52881.000	0.000	0.000	0.000	0.000	0.000	0.000	159198.000	0.000	0.000	130895.001	0.000	28302.000	130895.001	0.000	0.000	28302.000	0.000	0.000	0.000	0.000	X	X		
02.12xx指図	2025/08	 2	J00A4533900	端子支持金具 F-32X6	10133607	1210	20250617	20250623			P100	HALB	CC0	ケース	ZP10	電源	10	大型(ケース)	滋賀	大型	製作	6.000	6.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	9636.000	9636.000	0.000	2559.000	7077.000	9.000	0.000	0.000	0.000	0.000	0.000	9636.000	0.000	0.000	456.000	0.000	9180.000	420.000	36.000	0.000	9180.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 1	A00A1161700	DCAUTO-G 交換用ファン１	10133611	1911	20250807	20250827			P100	FERT	B58	小型５号ライン	ZP10	電源	10	小型(内作)	大阪	小型	製作	70.000	70.000	0.000	0.000	0.000	0.000	70.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	345422.000	0.000	0.000	560000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	345422.000	0.000	0.000	560000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000				
10.完成予定	2025/08	11	ZSS	出張サービス	30031856	1910	20241031	20250804			P100	FERT	S10	サービス大阪	ZP30	出張サービス	10	組外	大阪	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	145323.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	145323.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			336685	000010
10.完成予定	2025/08	 7	ZSS	出張サービス	30031868	1910	20250628	20250804			P100	FERT	S10	サービス大阪	ZP30	出張サービス	10	組外	大阪	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			325747	000030
10.完成予定	2025/08	 2	ZSS	出張サービス	30031907	1910	20250711	20250804			P100	FERT	S10	サービス大阪	ZP30	出張サービス	10	組外	大阪	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	500000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	500000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			344684	000010
10.完成予定	2025/08	 2	ZSS	出張サービス	30031909	1910	20250822	20250822			P100	FERT	S10	サービス大阪	ZP30	出張サービス	10	組外	大阪	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	320000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	320000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			345544	000020
10.完成予定	2025/08	 1	ZSS	出張サービス	30031913	1910	20250725	20250804			P100	FERT	S10	サービス大阪	ZP30	出張サービス	10	組外	大阪	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			346401	000010
10.完成予定	2025/08	 1	ZSS	出張サービス	30031916	1910	20250805	20250826			P100	FERT	C40	大型４号ライン	ZP30	出張サービス	10	大型(内作)	滋賀	大型	修理	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	100000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000			346698	000010
10.完成予定	2020/12	55	J00A4912900	ｹｰｽ金具構成表(BPV-20K)	40127586		20201211	20201225		I-0244060-10-01-01-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	440000.000	0.000	440000.000	0.000	440000.000	0.000	0.000	0.000	0.000	0.000	0.000	440000.000	0.000	0.000	440000.000	0.000	440000.000	0.000	440000.000	0.000	0.000	0.000	0.000	0.000	0.000	440000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2020/12	55	E00A4821700	ﾌﾞｽﾊﾞｰ構成表	40127589		20201211	20201225		I-0244060-10-01-01-04	P100	HALB	CF1	ブスバー（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	2.000	2.000	0.000	0.000	0.000	0.000	2.000	30000.000	0.000	30000.000	0.000	30000.000	0.000	0.000	0.000	0.000	0.000	0.000	30000.000	0.000	0.000	30000.000	0.000	30000.000	0.000	30000.000	0.000	0.000	0.000	0.000	0.000	0.000	30000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0	A00A1875300	FVL-300（54ｾﾙ）	40141523	1911	20250313	20250820		I-0299093-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	793284.000	0.000	793284.000	0.000	793284.000	0.000	0.000	0.000	0.000	793284.000	0.000	0.000	1060000.000	0.000	793284.000	0.000	793284.000	0.000	793284.000	0.000	0.000	0.000	0.000	793284.000	0.000	0.000	1060000.000	0.000	698220.000	0.000	95064.000	698220.000	0.000	0.000	66820.000	24799.000	0.000	3445.000	0.000			299093	000020
10.完成予定	2025/08	 7	A00A1901700	FVL-300 54ｾﾙ(54個)	40144187	1911	20250725	20250820		I-0305344-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	1.000	0.000	0.000	1.000	793284.000	0.000	793284.000	0.000	793284.000	0.000	0.000	0.000	0.000	793284.000	0.000	0.000	1000000.000	0.000	793284.000	0.000	793284.000	0.000	793284.000	0.000	0.000	0.000	0.000	793284.000	0.000	0.000	1000000.000	0.000	698220.000	0.000	95064.000	698220.000	0.000	0.000	66820.000	24799.000	0.000	3445.000	0.000			305344	000020
10.完成予定	2025/08	 5	A00A1910100	SFST20SGB-50MSP ｵﾘｯｸｽ	40145852	1911	20250409	20250829		I-0309401-10	P100	UNBW	C27	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	3869480.000	0.000	3869480.000	0.000	3869480.000	0.000	0.000	0.000	0.000	3869480.000	0.000	0.000	5000000.000	0.000	3869480.000	0.000	3869480.000	0.000	3869480.000	0.000	0.000	0.000	0.000	3869480.000	0.000	0.000	5000000.000	0.000	2878380.000	0.000	991100.000	2858520.000	0.000	0.000	613023.000	245750.000	108022.000	24305.000	19860.000			309401	000010
10.完成予定	2025/08	 2	A00A1910600	SKS100-150MSP ｵﾘｯｸｽ	40145854	1911	20250409	20250829		C-0309401-30	P100	UNBW	CG1	富士電工 S	ZPS2	プロジェクト電源（活動割当）	20	一式	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	3353697.000	0.000	3353697.000	0.000	3353697.000	0.000	0.000	0.000	0.000	3353697.000	0.000	0.000	4350000.000	0.000	3353697.000	0.000	3353697.000	0.000	3353697.000	0.000	0.000	0.000	0.000	3353697.000	0.000	0.000	4350000.000	0.000	2534993.000	0.000	818704.000	2520260.000	0.000	0.000	506391.000	203003.000	89232.000	20078.000	14733.000			309401	000030
10.完成予定	2025/08	 5	A00A1910300	SFST20SGB-50MSP 予備品	40145856	1911	20250409	20250829		I-0309401-50	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	45149.000	0.000	45149.000	0.000	45149.000	0.000	0.000	0.000	0.000	45149.000	0.000	0.000	58000.000	0.000	45149.000	0.000	45149.000	0.000	45149.000	0.000	0.000	0.000	0.000	45149.000	0.000	0.000	58000.000	0.000	35539.000	0.000	9610.000	35000.000	0.000	0.000	5943.000	2383.000	1048.000	236.000	539.000			309401	000050
10.完成予定	2025/08	 5	A00A1910800	SKS100-150MSP 予備品	40145857	1911	20250409	20250829		C-0309401-60	P100	UNBW	C51	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	48498.000	0.000	48498.000	0.000	48498.000	0.000	0.000	0.000	0.000	48498.000	0.000	0.000	62000.000	0.000	48498.000	0.000	48498.000	0.000	48498.000	0.000	0.000	0.000	0.000	48498.000	0.000	0.000	62000.000	0.000	37989.000	0.000	10509.000	37400.000	0.000	0.000	6499.000	2606.000	1146.000	258.000	589.000			309401	000060
10.完成予定	2025/08	 1	A00A1931900	FVL-300 54セル/54個　FB	40146578	1911	20250408	20250806		I-0310937-20	P100	UNBW	C50	大型５号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	879317.000	0.000	879317.000	0.000	879317.000	0.000	0.000	0.000	0.000	879317.000	0.000	0.000	1150000.000	0.000	879317.000	0.000	879317.000	0.000	879317.000	0.000	0.000	0.000	0.000	879317.000	0.000	0.000	1150000.000	0.000	773820.000	0.000	105497.000	773820.000	0.000	0.000	74153.000	27521.000	0.000	3823.000	0.000			310937	000020
10.完成予定	2025/01	 0		ケース	40147572		20241225	20250123		G-0312593-10-01-01	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		ハーネス（一品）	40147573		20241225	20250123		G-0312593-10-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		ヒートシンク	40147574		20241225	20250123		G-0312593-10-01-03	P100		CE0	ヒートシンク	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		ブスバー	40147575		20241225	20250123		G-0312593-10-01-04	P100		CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 3	J00A7064400	ｹｰｽ構成表	40147577		20241218	20250109		G-0312593-10-01-05-01	P100	HALB	CC1	ケース（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	3.000	3.000	0.000	0.000	0.000	0.000	3.000	123000.000	0.000	123000.000	0.000	123000.000	0.000	0.000	0.000	0.000	0.000	0.000	123000.000	0.000	0.000	123000.000	0.000	123000.000	0.000	123000.000	0.000	0.000	0.000	0.000	0.000	0.000	123000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 2		ﾕﾆｯﾄ_ﾊｰﾈｽ（一品)	40147578		20241218	20250109		G-0312593-10-01-05-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		ﾕﾆｯﾄ_ﾋｰﾄｼﾝｸ	40147579		20241218	20250109		G-0312593-10-01-05-03	P100		CE1	ヒートシンク（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 3	E00A3673100	ﾌﾞｽﾊﾞｰ構成表(内作）	40147580		20241218	20250109		G-0312593-10-01-05-04	P100	HALB	CF1	ブスバー（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	3.000	3.000	0.000	0.000	0.000	0.000	3.000	83358.000	0.000	83358.000	0.000	83358.000	0.000	0.000	0.000	0.000	0.000	0.000	83358.000	0.000	0.000	83358.000	0.000	83358.000	0.000	83358.000	0.000	0.000	0.000	0.000	0.000	0.000	83358.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	15	A00A1933100	SCAM4W12-42-6055PLX4	40147985	1911	20250110	20250806		G-0314265-10	P100	UNBW	C17	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	17439892.000	0.000	17439892.000	0.000	17439892.000	0.000	0.000	0.000	0.000	17439892.000	0.000	0.000	22800000.000	0.000	17439892.000	0.000	17439892.000	0.000	17439892.000	0.000	0.000	0.000	0.000	17439892.000	0.000	0.000	22800000.000	0.000	12858299.000	0.000	4581593.000	12762093.000	0.000	0.000	2833846.000	1136035.000	499356.000	112356.000	96206.000			314265	000010
10.完成予定	2024/12	 0		ﾕﾆｯﾄ_ﾌﾞｽﾊﾞｰ	40148786		20241127	20241211		G-0314265-10-01-07-04	P100		CF1	ブスバー（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	10	A00A1933101	SCAM4W12-42-6055PLX4 LCP	40148787		20250110	20250806		G-0314265-10-01-08	P100	UNBW	CP0	有岡電機製作所 S	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		LCP_ﾊｰﾈｽ（一品)	40148789		20241205	20250109		G-0314265-10-01-08-02	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/01	 0		LCP_ﾋｰﾄｼﾝｸ	40148790		20241205	20250109		G-0314265-10-01-08-03	P100		CE1	ヒートシンク（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 3	A00A1933102	SCAM4W12-42-6055PLX4 予備	40148792		20250110	20250806		G-0314265-10-01-09	P100	UNBW	C18	大型１号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2024/05	16		本体_ハーネス	40149590		20240412	20240513		I-0315292-40-01-04-01	P100		CD3	大型ハーネス（ユニット用）	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 5	A00A1910101	SFST20SGB-50MSP(I/O)	40150004		20250409	20250829		I-0309401-10-01-01	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 4		入出力盤_ハーネス	40150006		20250402	20250804		I-0309401-10-01-01-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 5	A00A1910102	SFST20SGB-50MSP(INV)	40150007		20250409	20250829		I-0309401-10-01-02	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 5		インバータ盤_ハーネス	40150009		20250402	20250804		I-0309401-10-01-02-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 5	A00A1910103	SFST20SGB-50MSP(BATT)	40150011		20250409	20250829		I-0309401-10-01-03	P100	UNBW	C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		蓄電池盤_ハーネス	40150013		20250402	20250804		I-0309401-10-01-03-02	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/04	 0		ケース	40150017		20250317	20250408		C-0309401-30-01-01	P100		CC0	ケース	ZPS2	プロジェクト電源（活動割当）	20	大型(ケース)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/04	 0		ブスバー	40150019		20250317	20250408		C-0309401-30-01-03	P100		CF0	ブスバー	ZPS2	プロジェクト電源（活動割当）	20	組外	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/08	 0		本体	40150020		20250409	20250829		C-0309401-30-01-04	P100		C28	大型２号ライン	ZPS2	プロジェクト電源（活動割当）	20	大型(内作)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
10.完成予定	2025/04	 0		本体_ハーネス	40150021		20250317	20250408		C-0309401-30-01-04-01	P100		CD1	大型ハーネス	ZPS2	プロジェクト電源（活動割当）	20	大型(ハーネス)	滋賀	大型	一品	1.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	X			
